,,,,,,
1,1049呎,1316呎,"1,198萬",2010,康怡花園A座(1-8室)31樓1室,05/11/10,"$1,198萬",N/A,"$9,103",04/02/08,"$1,118萬",N/A,"$8,495"
2,710呎,902呎,273萬,2003,康怡花園A座(1-8室)29樓1室,27/06/03,$273萬,N/A,"$3,027",07/06/02,$325萬,N/A,"$3,603"
79,710呎,902呎,643萬,2009,康怡花園A座(1-8室)9樓4室,17/11/09,$643萬,N/A,"$7,129",14/04/00,$436萬,N/A,"$4,834",20/01/99,$388萬,N/A,"$4,302"
80,710呎,902呎,920萬,2017,康怡花園A座(1-8室)8樓4室,10/03/17,$920萬,"$12,958","$10,200"
81,-,902呎,455萬,2005,康怡花園A座(1-8室)7樓4室,13/10/05,$455萬,N/A,"$5,044"
82,-,902呎,719萬,1997,康怡花園A座(1-8室)4樓4室,24/06/97,$719萬,N/A,"$7,971",02/05/97,$685萬,N/A,"$7,594"
83,-,902呎,715萬,1997,康怡花園A座(1-8室)3樓4室,24/04/97,$715萬,N/A,"$7,927"
84,710呎,902呎,945萬,2016,康怡花園A座(1-8室)2樓4室,21/01/16,$945萬,"$13,310","$10,477"
85,710呎,923呎,428萬,2007,康怡花園A座(1-8室)1樓4室,26/04/07,$428萬,N/A,"$4,637",10/01/05,$390萬,N/A,"$4,225",21/01/00,$310萬,N/A,"$3,359",16/11/96,$478萬,N/A,"$5,179"
86,1049呎,1316呎,960萬,1997,康怡花園A座(1-8室)31樓5室,29/10/97,$960萬,N/A,"$7,295",09/11/95,$685萬,N/A,"$5,205"
87,710呎,902呎,728萬,2010,康怡花園A座(1-8室)28樓5室,23/03/10,$728萬,N/A,"$8,071",29/07/03,$268萬,N/A,"$2,971"
88,710呎,902呎,949萬,2016,康怡花園A座(1-8室)25樓5室,29/04/16,$949萬,"$13,363","$10,519"
89,-,902呎,463萬,1999,康怡花園A座(1-8室)23樓5室,23/06/99,$463萬,N/A,"$5,131"
90,710呎,902呎,669萬,2010,康怡花園A座(1-8室)22樓5室,05/05/10,$669萬,N/A,"$7,415"
91,710呎,902呎,"1,023萬",2015,康怡花園A座(1-8室)21樓5室,21/05/15,"$1,023萬","$14,408","$11,341",15/05/09,$585萬,N/A,"$6,486"
92,710呎,902呎,455萬,2006,康怡花園A座(1-8室)18樓5室,19/04/06,$455萬,N/A,"$5,044"
93,710呎,902呎,590萬,2009,康怡花園A座(1-8室)12樓5室,02/09/09,$590萬,N/A,"$6,541",28/12/98,$408萬,N/A,"$4,523"
94,-,902呎,225萬,1997,康怡花園A座(1-8室)10樓5室,19/02/97,$225萬,N/A,"$2,494"
95,710呎,902呎,880萬,2014,康怡花園A座(1-8室)9樓5室,04/06/14,$880萬,N/A,"$9,756",30/04/08,$555萬,N/A,"$6,153"
96,-,902呎,628萬,1997,康怡花園A座(1-8室)8樓5室,31/01/97,$585萬,N/A,"$6,486",31/01/97,$628萬,N/A,"$6,957"
97,710呎,902呎,425萬,2007,康怡花園A座(1-8室)6樓5室,24/01/07,$425萬,N/A,"$4,712"
98,-,902呎,428萬,2006,康怡花園A座(1-8室)5樓5室,15/12/06,$428萬,N/A,"$4,745",21/07/05,$410萬,N/A,"$4,545"
99,710呎,902呎,694萬,2012,康怡花園A座(1-8室)3樓5室,20/03/12,$694萬,N/A,"$7,692",03/02/09,$433萬,N/A,"$4,800",11/09/96,$476萬,N/A,"$5,280"
100,710呎,902呎,461萬,1996,康怡花園A座(1-8室)2樓5室,06/08/96,$461萬,N/A,"$5,111"
101,784呎,881呎,"1,020萬",2013,康怡花園A座(1-8室)31樓6室,16/09/13,"$1,020萬",N/A,"$11,578",24/06/96,$514萬,N/A,"$5,832"
102,502呎,604呎,480萬,1997,康怡花園A座(1-8室)30樓6室,05/12/97,$480萬,N/A,"$7,947"
103,502呎,604呎,157萬,2003,康怡花園A座(1-8室)29樓6室,22/11/03,$157萬,N/A,"$2,599",12/05/97,$470萬,N/A,"$7,781",27/11/96,$367萬,N/A,"$6,076"
104,502呎,604呎,488萬,2011,康怡花園A座(1-8室)26樓6室,23/03/11,$488萬,N/A,"$8,079",30/11/96,$330萬,N/A,"$5,464"
105,502呎,604呎,230萬,2001,康怡花園A座(1-8室)25樓6室,11/07/01,$230萬,N/A,"$3,808",04/12/97,$420萬,N/A,"$6,954"
106,502呎,604呎,693萬,2015,康怡花園A座(1-8室)24樓6室,11/12/15,$693萬,"$13,805","$11,474",18/11/96,$362萬,N/A,"$5,993"
107,502呎,604呎,196萬,2002,康怡花園A座(1-8室)23樓6室,26/01/02,$196萬,N/A,"$3,245",22/10/96,$360萬,N/A,"$5,960"
108,-,604呎,315萬,2007,康怡花園A座(1-8室)22樓6室,06/08/07,$315萬,N/A,"$5,215",30/03/07,$265萬,N/A,"$4,387"
109,502呎,604呎,255萬,2005,康怡花園A座(1-8室)20樓6室,03/02/05,$255萬,N/A,"$4,222",21/09/95,$278萬,N/A,"$4,603"
110,-,604呎,452萬,1997,康怡花園A座(1-8室)19樓6室,22/11/97,$452萬,N/A,"$7,483"
111,502呎,604呎,700萬,2015,康怡花園A座(1-8室)17樓6室,10/03/15,$700萬,"$13,944","$11,589",22/02/11,$430萬,N/A,"$7,119",28/09/05,$279萬,N/A,"$4,619",19/12/97,$418萬,N/A,"$6,921"
112,502呎,604呎,813萬,2018,康怡花園A座(1-8室)16樓6室,17/01/18,$813萬,"$16,195","$13,460",29/12/06,$261萬,N/A,"$4,321",23/07/96,$150萬,N/A,"$2,483"
113,502呎,604呎,324萬,2007,康怡花園A座(1-8室)15樓6室,03/12/07,$324萬,N/A,"$5,361",22/03/05,$268萬,N/A,"$4,437",14/10/04,$215萬,N/A,"$3,565"
114,-,604呎,272萬,1999,康怡花園A座(1-8室)14樓6室,25/10/99,$272萬,N/A,"$4,503"
115,-,604呎,165萬,2004,康怡花園A座(1-8室)12樓6室,24/02/04,$165萬,N/A,"$2,732"
116,-,604呎,257萬,1998,康怡花園A座(1-8室)8樓6室,15/07/98,$257萬,N/A,"$4,255",19/04/97,$427萬,N/A,"$7,070"
117,-,604呎,255萬,2007,康怡花園A座(1-8室)6樓6室,24/01/07,$255萬,N/A,"$4,222",14/09/02,$183萬,N/A,"$3,030",14/07/00,$187萬,N/A,"$3,088"
118,-,604呎,388萬,1997,康怡花園A座(1-8室)5樓6室,13/03/97,$388萬,N/A,"$6,416"
119,502呎,604呎,383萬,2010,康怡花園A座(1-8室)4樓6室,02/08/10,$383萬,N/A,"$6,341",07/09/07,$263萬,N/A,"$4,351",31/05/04,$220萬,N/A,"$3,642"
120,502呎,604呎,415萬,2011,康怡花園A座(1-8室)3樓6室,17/02/11,$415萬,N/A,"$6,871",27/07/10,$355萬,N/A,"$5,877",02/03/04,$189萬,N/A,"$3,129",18/10/03,$160萬,N/A,"$2,649",06/03/97,$403萬,N/A,"$6,672"
121,497呎,600呎,530萬,2012,康怡花園A座(1-8室)30樓7室,02/05/12,$530萬,N/A,"$8,833",31/07/98,$295萬,N/A,"$4,917"
122,497呎,600呎,263萬,2006,康怡花園A座(1-8室)27樓7室,14/12/06,$263萬,N/A,"$4,380"
123,497呎,600呎,488萬,2011,康怡花園A座(1-8室)26樓7室,17/06/11,$488萬,N/A,"$8,133",08/02/07,$300萬,N/A,"$5,000",17/02/04,$224萬,N/A,"$3,730",27/05/98,$389萬,N/A,"$6,483"
124,497呎,600呎,770萬,2017,康怡花園A座(1-8室)24樓7室,29/03/17,$770萬,"$15,493","$12,833",26/10/04,$250萬,N/A,"$4,167",24/05/04,$231萬,N/A,"$3,850",13/02/04,$199萬,N/A,"$3,317"
125,497呎,600呎,494萬,1997,康怡花園A座(1-8室)23樓7室,28/10/97,$494萬,N/A,"$8,233"
126,-,600呎,504萬,1997,康怡花園A座(1-8室)22樓7室,04/09/97,$504萬,N/A,"$8,397",21/11/96,$375萬,N/A,"$6,250"
127,497呎,600呎,435萬,2011,康怡花園A座(1-8室)21樓7室,28/01/11,$435萬,N/A,"$7,250",21/07/08,$355萬,N/A,"$5,917",04/12/07,$330萬,N/A,"$5,500",30/08/05,$270萬,N/A,"$4,500",18/06/03,$145萬,N/A,"$2,417",16/11/96,$370萬,N/A,"$6,167"
128,497呎,600呎,357萬,2009,康怡花園A座(1-8室)20樓7室,24/11/09,$357萬,N/A,"$5,950",27/06/96,$336萬,N/A,"$5,600"
129,-,600呎,336萬,1996,康怡花園A座(1-8室)19樓7室,03/06/96,$336萬,N/A,"$5,600"
130,497呎,600呎,455萬,1997,康怡花園A座(1-8室)18樓7室,20/05/97,$455萬,N/A,"$7,583"
131,497呎,600呎,410萬,2010,康怡花園A座(1-8室)17樓7室,06/09/10,$410萬,N/A,"$6,833",25/03/08,$375萬,N/A,"$6,250",15/01/05,$238萬,N/A,"$3,967",29/10/01,$190萬,N/A,"$3,167"
132,497呎,600呎,324萬,2009,康怡花園A座(1-8室)16樓7室,11/06/09,$324萬,N/A,"$5,396",20/05/98,$367萬,N/A,"$6,117"
133,497呎,600呎,520萬,2012,康怡花園A座(1-8室)15樓7室,14/08/12,$520萬,N/A,"$8,667",14/09/07,$295萬,N/A,"$4,917"
134,497呎,600呎,498萬,2012,康怡花園A座(1-8室)14樓7室,28/03/12,$498萬,N/A,"$8,300"
135,497呎,600呎,468萬,1997,康怡花園A座(1-8室)13樓7室,25/06/97,$468萬,N/A,"$7,800"
136,497呎,600呎,380萬,2010,康怡花園A座(1-8室)12樓7室,27/07/10,$380萬,N/A,"$6,333",31/10/03,$173萬,N/A,"$2,883"
137,497呎,600呎,195萬,2002,康怡花園A座(1-8室)11樓7室,27/06/02,$195萬,N/A,"$3,250",20/03/96,$315萬,N/A,"$5,250"
138,497呎,600呎,452萬,1997,康怡花園A座(1-8室)9樓7室,04/06/97,$452萬,N/A,"$7,533",10/03/97,$435萬,N/A,"$7,250"
139,-,600呎,186萬,2004,康怡花園A座(1-8室)8樓7室,14/02/04,$186萬,N/A,"$3,100"
140,497呎,600呎,276萬,2009,康怡花園A座(1-8室)7樓7室,24/03/09,$276萬,N/A,"$4,600",05/05/01,$210萬,N/A,"$3,500"
141,497呎,600呎,246萬,2006,康怡花園A座(1-8室)6樓7室,24/11/06,$246萬,N/A,"$4,097",15/11/01,$169萬,N/A,"$2,808"
142,497呎,600呎,656萬,2016,康怡花園A座(1-8室)5樓7室,02/09/16,$656萬,"$13,199","$10,933",08/09/10,$390萬,N/A,"$6,500",23/09/97,$485萬,N/A,"$8,083",11/06/97,$435萬,N/A,"$7,250"
143,497呎,600呎,176萬,2002,康怡花園A座(1-8室)4樓7室,11/07/02,$176萬,N/A,"$2,933",24/11/95,$267萬,N/A,"$4,450"
144,-,600呎,265萬,1999,康怡花園A座(1-8室)3樓7室,02/03/99,$265萬,N/A,"$4,417"
145,497呎,600呎,400萬,2011,康怡花園A座(1-8室)2樓7室,09/02/11,$400萬,N/A,"$6,667"
146,497呎,614呎,709萬,2017,康怡花園A座(1-8室)1樓7室,15/02/17,$709萬,"$14,266","$11,547",10/05/07,$220萬,N/A,"$3,583",24/07/97,$425萬,N/A,"$6,922"
147,1142呎,1316呎,742萬,2006,康怡花園A座(1-8室)31樓8室,18/08/06,$742萬,N/A,"$6,011"
148,710呎,902呎,764萬,2010,康怡花園A座(1-8室)30樓8室,26/10/10,$764萬,N/A,"$8,468"
149,710呎,902呎,510萬,1996,康怡花園A座(1-8室)29樓8室,15/01/96,$510萬,N/A,"$5,654"
150,710呎,902呎,478萬,2005,康怡花園A座(1-8室)27樓8室,28/04/05,$478萬,N/A,"$5,299"
151,710呎,902呎,416萬,2004,康怡花園A座(1-8室)25樓8室,25/09/04,$416萬,N/A,"$4,612",21/06/00,$390萬,N/A,"$4,324",06/03/97,$685萬,N/A,"$7,594"
152,710呎,902呎,658萬,2010,康怡花園A座(1-8室)24樓8室,03/02/10,$658萬,N/A,"$7,295",17/07/07,$503萬,N/A,"$5,576"
153,-,902呎,250萬,2000,康怡花園A座(1-8室)22樓8室,24/02/00,$250萬,N/A,"$2,772"
154,-,902呎,688萬,1997,康怡花園A座(1-8室)21樓8室,23/06/97,$688萬,N/A,"$7,627",19/02/97,$664萬,N/A,"$7,359"
155,-,902呎,388萬,2004,康怡花園A座(1-8室)20樓8室,22/04/04,$388萬,N/A,"$4,297",31/03/99,$425萬,N/A,"$4,712"
156,710呎,902呎,892萬,2016,康怡花園A座(1-8室)19樓8室,06/09/16,$892萬,"$12,563","$9,889",06/09/00,$351萬,N/A,"$3,891",03/03/97,$630萬,N/A,"$6,984"
157,-,902呎,490萬,2007,康怡花園A座(1-8室)17樓8室,14/05/07,$490萬,N/A,"$5,432",11/03/96,$490萬,N/A,"$5,432"
158,710呎,902呎,762萬,2011,康怡花園A座(1-8室)15樓8室,14/02/11,$762萬,N/A,"$8,446",05/01/98,$750萬,N/A,"$8,315",26/09/95,$460萬,N/A,"$5,100"
159,-,902呎,515萬,2007,康怡花園A座(1-8室)14樓8室,24/10/07,$515萬,N/A,"$5,710",25/06/03,$250萬,N/A,"$2,772"
160,710呎,902呎,586萬,1996,康怡花園A座(1-8室)13樓8室,17/12/96,$586萬,N/A,"$6,491"
161,710呎,902呎,620萬,2008,康怡花園A座(1-8室)12樓8室,28/07/08,$620萬,N/A,"$6,874"
162,710呎,902呎,992萬,2015,康怡花園A座(1-8室)11樓8室,12/08/15,$992萬,"$13,972","$10,998",05/11/96,$532萬,N/A,"$5,892"
163,-,902呎,460萬,1996,康怡花園A座(1-8室)10樓8室,29/05/96,$460萬,N/A,"$5,100"
164,710呎,902呎,618萬,2009,康怡花園A座(1-8室)8樓8室,31/07/09,$618萬,N/A,"$6,851",16/11/06,$428萬,N/A,"$4,745"
165,710呎,902呎,585萬,2009,康怡花園A座(1-8室)6樓8室,08/10/09,$585萬,N/A,"$6,486"
166,710呎,902呎,544萬,2008,康怡花園A座(1-8室)2樓8室,30/01/08,$544萬,N/A,"$6,029",22/03/01,$290萬,N/A,"$3,215",20/08/96,$350萬,N/A,"$3,880"
167,710呎,923呎,900萬,2017,康怡花園A座(1-8室)1樓8室,13/02/17,$900萬,"$12,676","$9,751",04/08/10,$568萬,N/A,"$6,154",23/11/07,$390萬,N/A,"$4,225",30/04/98,$460萬,N/A,"$4,984"
